transactionamount,transactionduration,loginattempts,accountbalance,hour,day_of_week,is_weekend,is_night,amount_zscore,amount_to_mean_ratio,rolling_tx_count_7d,rolling_spend_7d,is_debit,location_freq
36.74,133,1,6217.58,17,0,0,0,-1.0668720031537693,0.1530132022822873,1.0,36.74,1,0.026671974522292995
451.15,175,1,1356.47,16,0,0,0,1.1071085585168485,1.8789304901919954,1.0,451.15,1,0.02388535031847134
270.36,37,1,1783.04,16,4,0,0,0.15869045628854578,1.1259839240348175,2.0,721.51,1,0.027070063694267517
230.32,56,1,791.46,18,0,0,0,-0.05135800221702018,0.9592270209487319,1.0,230.32,1,0.021894904458598725
139.52,31,1,1570.22,18,4,0,0,-0.527691669357514,0.5810670109533131,1.0,139.52,1,0.016719745222929936
519.62,40,1,4159.33,17,3,0,0,1.4662998161061616,2.1640914580817125,1.0,519.62,0,0.01910828025477707
371.47,58,1,1187.04,16,1,0,0,0.48449719783704426,1.170291415069572,1.0,371.47,0,0.021894904458598725
391.66,103,1,2406.31,17,0,0,0,0.6654665816122648,1.2338986610658966,1.0,391.66,1,0.02388535031847134
189.12,103,1,977.01,16,0,0,0,-1.1499637794493092,0.5958099238645314,1.0,189.12,0,0.02308917197452229
76.21,69,1,664.93,16,1,0,0,-0.7154533979406821,0.185499132868835,1.0,76.21,1,0.02746815286624204
145.77,237,1,5294.98,16,2,0,0,-0.5667300014453138,0.35481181732436795,1.0,145.77,1,0.025079617834394906
254.37,174,1,8849.26,18,3,0,0,-0.3345367745994685,0.6191499072017526,1.0,254.37,0,0.01950636942675159
91.84,80,1,1712.41,17,2,0,0,-0.6820355329719843,0.2235433717710774,1.0,91.84,0,0.02428343949044586
789.8,94,1,13948.09,16,0,0,0,0.8102442516442782,1.922414579973834,2.0,881.64,1,0.02388535031847134
1422.55,165,1,5674.32,17,0,0,0,2.163101197194081,3.4625612316305108,3.0,2304.19,1,0.01910828025477707
198.92,100,1,2854.66,16,0,0,0,-0.4530921560783094,0.4841817020111358,1.0,198.92,1,0.021894904458598725
307.24,136,2,1670.72,16,3,0,0,-0.22149758580260076,0.7478382572184867,1.0,307.24,1,0.023487261146496817
233.44,297,1,1691.88,16,4,0,0,-0.12018337960787444,0.8814188314490378,1.0,233.44,1,0.02388535031847134
18.3,155,1,3733.52,16,0,0,0,-0.9434810780333964,0.06909683265728835,1.0,18.3,1,0.02428343949044586
71.9,51,1,10619.35,16,0,0,0,-0.738364611380947,0.2714788124622422,1.0,71.9,1,0.02746815286624204
756.59,17,1,420.65,16,0,0,0,1.8818069101165464,2.8567198153102615,1.0,756.59,1,0.02109872611464968
193.82,176,1,3886.77,17,3,0,0,-0.271801185741644,0.7318223008544058,1.0,193.82,1,0.02428343949044586
466.85,165,1,5422.53,16,0,0,0,0.7730299502680256,1.762724389401916,1.0,466.85,1,0.023487261146496817
113.02,166,1,6077.96,16,0,0,0,-0.5810066056207097,0.4267390178648485,1.0,113.02,0,0.02388535031847134
142.78,150,1,11705.88,16,1,0,0,-0.7522369921760557,0.3494395457628541,1.0,142.78,1,0.023487261146496817
418.02,110,1,11011.86,17,1,0,0,0.026665780990117967,1.0230614856407638,1.0,418.02,1,0.02746815286624204
473.2,173,1,248.52,16,0,0,0,0.18281988294953325,1.1581089302071896,1.0,473.2,1,0.025079617834394906
175.07,169,1,1040.25,17,0,0,0,-0.6608593924611313,0.42846604059884336,1.0,175.07,1,0.02388535031847134
1159.39,150,1,6499.53,16,3,0,0,2.1246716992512944,2.837489248928389,1.0,1159.39,1,0.027070063694267517
285.26,93,1,167.72,16,2,0,0,-0.3490322722199576,0.6981448720010628,1.0,285.26,1,0.02428343949044586
206.46,279,1,3984.38,18,0,0,0,-0.5720287063338018,0.5052898768608969,1.0,206.46,1,0.021894904458598725
16.52,135,1,835.53,17,2,0,0,-1.0448509256765726,0.06850621615121129,1.0,16.52,0,0.02428343949044586
300.61,51,1,7895.54,17,0,0,0,0.27659761311883624,1.246589203221285,1.0,300.61,1,0.018312101910828025
267.55,40,1,4330.04,16,1,0,0,0.12281856882802622,1.1094938336111733,1.0,267.55,1,0.027070063694267517
556.04,27,1,5200.04,16,0,0,0,1.4647337680856116,2.3058230283728527,1.0,556.04,1,0.024681528662420384
65.01,67,1,10235.19,17,1,0,0,-0.8192990243559019,0.2695877186434774,1.0,65.01,0,0.023487261146496817
135.03,180,1,1278.0,17,4,0,0,-0.24360266801037397,0.8288523865645258,1.0,135.03,1,0.02269108280254777
188.99,92,1,7315.34,16,3,0,0,0.22784127309283933,1.160074150461599,1.0,188.99,1,0.027070063694267517
78.33,189,1,7255.33,16,0,0,0,-0.7389857566047437,0.4808117265763112,1.0,78.33,0,0.025079617834394906
64.58,173,1,6292.29,18,0,0,0,-0.8591183398176641,0.39641033195835795,1.0,64.58,1,0.018312101910828025
347.63,272,1,1400.04,16,2,0,0,1.6138654913399435,2.1338514044392065,1.0,347.63,0,0.02388535031847134
102.67,119,1,4656.94,17,2,0,0,-0.8774270624316836,0.3707546658802429,1.0,102.67,1,0.016321656050955414
223.76,110,1,4102.23,16,4,0,0,-0.2676903234821611,0.8080263371711615,1.0,223.76,0,0.02428343949044586
435.27,90,1,4673.28,17,2,0,0,0.7973473976774188,1.5718163379535728,1.0,435.27,1,0.02388535031847134
364.42,146,1,8119.73,17,1,0,0,0.44058921818634883,1.3159678127990466,2.0,799.69,1,0.02388535031847134
523.74,159,1,13498.55,16,3,0,0,1.2428293474244192,1.891292964917877,1.0,523.74,1,0.027070063694267517
11.67,105,1,7458.63,16,0,0,0,-1.3356485773743425,0.0421418812780991,1.0,11.67,1,0.02786624203821656
770.65,137,1,7198.8,17,2,0,0,1.4075758970519479,2.3444677679413464,1.0,770.65,1,0.02388535031847134
330.61,113,1,2525.25,16,3,0,0,0.006051487089647348,1.005780170971373,2.0,1101.26,0,0.021894904458598725
75.77,148,1,8361.7,17,0,0,0,-0.8056121812923015,0.23050713394785677,1.0,75.77,1,0.027070063694267517
137.81,44,1,2631.47,16,3,0,0,-0.6080152028492937,0.41924492713942385,1.0,137.81,1,0.025079617834394906
128.4,31,1,2610.64,17,0,0,0,0.04610695358607938,1.0475539737091693,1.0,128.4,1,0.026671974522292995
167.14,20,1,3877.73,18,0,0,0,0.3525505962066601,1.363615040231702,1.0,167.14,1,0.024681528662420384
22.81,75,1,3634.76,17,0,0,0,-0.7891378637682608,0.18609584221422235,1.0,22.81,1,0.02308917197452229
79.43,72,1,6579.37,17,0,0,0,-0.3412586937843348,0.6480312471317704,1.0,79.43,1,0.01950636942675159
395.27,167,1,1764.08,16,0,0,0,2.1571192123923373,3.224818217975259,1.0,395.27,0,0.025477707006369428
6.0,246,1,5442.76,18,0,0,0,-0.9221094082301081,0.04895112026678361,1.0,6.0,1,0.02388535031847134
154.24,82,1,6109.55,16,0,0,0,0.25050818552505233,1.2583701316581173,1.0,154.24,1,0.02428343949044586
27.28,96,1,10668.24,16,0,0,0,-0.7537789819274245,0.22256442681297614,1.0,27.28,1,0.02428343949044586
79.76,115,1,10278.75,16,0,0,0,-0.2749839403441386,0.9124553124553125,1.0,79.76,1,0.02428343949044586
127.78,170,1,1046.66,16,1,0,0,1.4505604981172207,1.4618046618046618,1.0,127.78,1,0.025477707006369428
63.98,258,1,7954.12,16,0,0,0,-0.8420204092929154,0.731931931931932,1.0,63.98,1,0.020302547770700636
78.13,145,1,900.61,16,1,0,0,-0.3335561484801659,0.8938080938080938,1.0,78.13,1,0.021894904458598725
109.43,140,1,1983.65,18,2,0,0,-1.029086983549639,0.25587186531829076,1.0,109.43,1,0.024681528662420384
362.68,137,1,2040.77,18,0,0,0,-0.2101698643994683,0.8480271233997778,2.0,472.11,0,0.025477707006369428
335.63,216,1,1019.39,17,1,0,0,-0.29763959025538983,0.7847781609867306,1.0,335.63,1,0.027070063694267517
247.93,79,1,9801.48,18,0,0,0,-0.5812290526422406,0.579715905769568,1.0,247.93,1,0.02308917197452229
512.95,143,1,9584.52,17,0,0,0,0.27574790655688386,1.1993920617291167,1.0,512.95,1,0.021496815286624203
997.43,118,1,6810.05,16,2,0,0,1.8423775842898535,2.332214882796516,1.0,997.43,1,0.02428343949044586
183.71,102,1,552.52,18,0,0,0,0.0,1.0,1.0,183.71,1,0.024681528662420384
584.41,41,1,4475.22,16,0,0,0,0.6087377183047666,1.5050476435745557,1.0,584.41,1,0.021894904458598725
689.29,100,1,168.84,17,4,0,0,0.9342918047654465,1.775148081380376,2.0,1273.6999999999998,1,0.018312101910828025
122.45,98,1,7255.49,16,0,0,0,-0.8252150446755507,0.3153489569920165,1.0,122.45,1,0.02308917197452229
872.72,288,1,503.01,16,0,0,0,1.5036700091846162,2.247540561421581,1.0,872.72,1,0.01910828025477707
219.44,23,1,4207.27,18,3,0,0,-0.5241520122020443,0.5651300540818954,1.0,219.44,1,0.01910828025477707
43.1,102,1,6944.9,18,2,0,0,-1.0715224127214598,0.11099665207313933,1.0,43.1,1,0.024681528662420384
186.69,54,1,8602.22,16,4,0,0,-0.625810062655775,0.48078805047643575,1.0,186.69,1,0.02308917197452229
308.23,23,1,4150.63,16,0,0,0,0.7071067811865477,1.107983752111866,1.0,308.23,1,0.021894904458598725
248.15,202,1,2649.23,16,3,0,0,-0.707106781186547,0.892016247888134,1.0,248.15,1,0.021894904458598725
568.68,101,1,2940.04,18,1,0,0,1.5214898390014602,2.1627747775157835,1.0,568.68,1,0.025079617834394906
76.02,189,1,14765.41,16,2,0,0,-0.930191930091427,0.2891153875408839,1.0,76.02,0,0.016321656050955414
122.81,12,1,8450.84,16,1,0,0,-0.6973453625278816,0.4670647295961057,1.0,122.81,1,0.023487261146496817
354.96,96,1,6712.94,16,2,0,0,0.45792992406919086,1.3499657716589337,1.0,354.96,1,0.02786624203821656
192.23,39,3,2610.67,16,3,0,0,-0.3518824704513416,0.731079333688294,1.0,192.23,1,0.016321656050955414
124.98,78,1,642.0,16,1,0,0,-0.8312288683995619,0.3960050950247464,1.0,124.98,1,0.01910828025477707
282.65,161,1,13801.15,17,2,0,0,-0.1436909363636011,0.8955900152724,1.0,282.65,1,0.02786624203821656
170.19,156,5,745.87,17,4,0,0,-0.6340855316370466,0.5392551378001407,1.0,170.19,0,0.02746815286624204
704.69,150,1,3267.84,17,1,0,0,1.6966623891672992,2.232843898327641,1.0,704.69,1,0.021894904458598725
295.5,36,1,6280.66,18,3,0,0,-0.08765705276708867,0.9363058535750725,1.0,295.5,1,0.02428343949044586
362.27,47,1,6003.59,16,3,0,0,0.2622005823921471,1.2901506428138985,1.0,362.27,1,0.02388535031847134
359.42,30,1,1765.45,16,0,0,0,0.2530286039147196,1.2800009496788898,1.0,359.42,1,0.020302547770700636
826.23,209,1,7580.59,16,2,0,0,1.7553343137561188,2.942449459276582,2.0,1185.65,1,0.02388535031847134
11.86,129,1,6782.61,16,1,0,0,-0.8655022170027342,0.042236968624983676,1.0,11.86,1,0.02109872611464968
13.45,198,1,7429.4,17,0,0,0,-0.8603852184837484,0.047899429005567484,1.0,13.45,0,0.02428343949044586
111.55,101,1,12221.17,16,3,0,0,-0.5446760645765029,0.3972625506000783,1.0,111.55,1,0.024681528662420384
227.5,277,1,11505.35,16,0,0,0,-0.34041741552075333,0.7957745247214789,1.0,227.5,1,0.02109872611464968
69.8,138,1,136.77,16,1,0,0,-1.2598971864828636,0.24415411791454605,1.0,69.8,0,0.02308917197452229
407.65,263,1,273.78,17,0,0,0,0.7099584927787023,1.4259230110009269,1.0,407.65,1,0.024681528662420384
438.59,103,1,8994.39,17,0,0,0,0.8903561092249147,1.534148346363048,1.0,438.59,1,0.023487261146496817
365.7,115,2,368.78,16,4,0,0,0.015449246168976468,1.01505089826592,1.0,365.7,1,0.025079617834394906
121.82,119,1,13293.83,18,4,0,0,-0.6793893256502898,0.3381282483641082,1.0,121.82,1,0.01950636942675159
854.64,118,1,2989.25,18,1,0,0,1.408488328116295,2.3721714511730543,1.0,854.64,1,0.02786624203821656
98.95,73,1,5670.82,17,4,0,0,-0.7445482486349815,0.2746494021969177,1.0,98.95,1,0.02428343949044586
420.6,55,1,1778.75,16,0,0,0,0.4385560958357168,1.3391634738864184,1.0,420.6,1,0.020302547770700636
485.51,37,1,3074.45,16,1,0,0,0.7057902809660139,1.5458327584560034,1.0,485.51,0,0.021894904458598725
36.12,234,1,1593.03,17,2,0,0,-1.1443463768017306,0.11500376765757829,2.0,521.63,1,0.025079617834394906
69.38,280,2,12072.11,16,2,0,0,1.0292683812068282,1.9241933992789129,1.0,69.38,1,0.025079617834394906
4.72,20,1,4792.01,16,0,0,0,-0.9679055768455929,0.13090505685495055,1.0,4.72,1,0.02786624203821656
34.07,81,1,8709.77,17,0,0,0,-0.06136280436123527,0.9449015438661367,1.0,34.07,1,0.026671974522292995
655.15,264,1,5587.44,16,0,0,0,0.2773159423504415,1.2876983191031022,1.0,655.15,1,0.02428343949044586
285.18,150,1,14847.97,16,2,0,0,-0.4236185076980156,0.5605217227227699,1.0,285.18,0,0.02109872611464968
1360.67,118,1,2861.65,16,2,0,0,1.6139737070291655,2.674398949635989,1.0,1360.67,1,0.023487261146496817
214.15,217,1,6397.29,17,0,0,0,-0.5581898891260825,0.42091214994417975,1.0,214.15,1,0.025079617834394906
28.73,185,1,2712.96,16,1,0,0,-0.909481252555509,0.05646885859395884,2.0,242.88,1,0.02428343949044586
361.27,180,1,7945.57,17,4,0,0,1.2594797451541775,2.340801886792453,1.0,361.27,1,0.02587579617834395
51.07,133,1,4292.16,18,0,0,0,-0.6285165094334004,0.33090140991084394,1.0,51.07,1,0.01950636942675159
51.15,199,1,8992.25,17,2,0,0,-0.6280295987294447,0.33141975948579727,1.0,51.15,0,0.02746815286624204
6.03,70,1,3290.72,18,2,0,0,-0.9026472357603652,0.039070599212108655,1.0,6.03,1,0.02388535031847134
302.16,138,5,3876.61,17,2,0,0,0.8997135987690335,1.9578063445987979,1.0,302.16,1,0.02428343949044586
178.88,93,4,4708.29,17,0,0,0,-0.27979234943461384,0.624719153444081,1.0,178.88,0,0.01950636942675159
101.81,105,1,13872.03,17,3,0,0,-0.4804648348171776,0.35556047077449626,1.0,101.81,1,0.02786624203821656
75.53,157,1,1034.35,17,0,0,0,-0.5488918870535053,0.2637803983655604,1.0,75.53,0,0.02388535031847134
288.17,50,1,3653.11,16,4,0,0,0.004773576703447617,1.006402719409553,1.0,288.17,1,0.021894904458598725
1047.69,139,1,1889.78,16,0,0,0,1.9823882918684255,3.658944599015146,1.0,1047.69,1,0.023487261146496817
25.94,211,5,4815.11,18,0,0,0,-0.6780127972665757,0.09059265899116425,2.0,1073.63,0,0.023487261146496817
451.7,103,1,8994.67,16,2,0,0,0.9856371857281072,1.609726544867074,1.0,451.7,1,0.02388535031847134
104.63,90,1,4477.78,17,2,0,0,-1.0137691697736897,0.372870684944525,1.0,104.63,1,0.02587579617834395
285.49,109,1,6366.84,18,4,0,0,0.02813198404558314,1.0174027701884014,1.0,285.49,0,0.027070063694267517
62.86,31,1,1040.43,16,0,0,0,-0.9213955559077982,0.14034539345159022,1.0,62.86,1,0.025079617834394906
232.79,145,1,2661.3,17,2,0,0,-0.514750064418941,0.5197423503276437,1.0,232.79,0,0.02308917197452229
1021.16,104,1,9427.06,17,0,0,0,1.3718332706311998,2.2799093537547863,1.0,1021.16,1,0.016321656050955414
474.77,50,1,2158.59,16,0,0,0,0.06431234969553958,1.0600029024659798,1.0,474.77,0,0.02308917197452229
93.26,72,1,1152.2,16,3,0,0,-1.0765365943156195,0.42127928687586585,1.0,93.26,0,0.02308917197452229
328.47,119,1,4323.66,18,0,0,0,0.8999335025957887,1.4837830512557972,2.0,421.73,1,0.023487261146496817
242.39,271,1,1328.73,16,0,0,0,0.17660309171983077,1.094937661868337,1.0,242.39,0,0.023487261146496817
122.14,155,1,327.68,16,0,0,0,-0.32078026511973073,0.8527096605288419,1.0,122.14,1,0.02587579617834395
135.15,50,1,5878.14,17,0,0,0,-0.12296766887810512,0.9435378305262239,1.0,135.15,1,0.02388535031847134
80.24,58,1,8012.81,17,4,0,0,-0.957855421347564,0.5601884981237455,1.0,80.24,0,0.02308917197452229
235.42,175,1,6173.23,18,0,0,0,1.4016033553453988,1.6435640108211884,1.0,235.42,1,0.021894904458598725
252.93,222,1,2760.37,16,0,0,0,-0.3560074310700953,0.4995095683543221,1.0,252.93,1,0.016719745222929936
44.52,205,1,314.28,18,1,0,0,-0.6487765768163412,0.08792221556610295,1.0,44.52,1,0.018312101910828025
256.05,35,1,6910.18,16,2,0,0,-0.3516245332497974,0.5056712330570678,1.0,256.05,1,0.021894904458598725
1919.11,161,1,11090.24,17,1,0,0,1.9846004824632273,3.7900360088738507,1.0,1919.11,1,0.016719745222929936
61.77,49,1,12352.2,17,3,0,0,-0.6245442090598864,0.12198911175916845,1.0,61.77,1,0.027070063694267517
503.76,35,1,447.82,18,0,0,0,-0.003647732267106868,0.9948718623894883,1.0,503.76,1,0.02746815286624204
230.3,24,1,8356.88,16,4,0,0,-0.06598101087199733,0.9500668305803536,1.0,230.3,1,0.02388535031847134
127.57,75,1,6118.2,17,0,0,0,-0.6259801224781023,0.5262701935611623,2.0,357.87,1,0.021894904458598725
56.02,142,1,3548.02,17,0,0,0,-1.0160116267652317,0.2311017970000495,1.0,56.02,1,0.025079617834394906
535.91,22,1,9642.12,16,4,0,0,1.5999522948609113,2.2108133529149683,1.0,535.91,1,0.021894904458598725
262.22,136,1,5711.71,17,3,0,0,0.10802046525442024,1.0817478259434663,2.0,798.13,0,0.020302547770700636
644.17,72,1,1143.52,16,3,0,0,1.5277108569892548,1.813002082713478,1.0,644.17,1,0.023487261146496817
157.16,280,1,1545.77,17,0,0,0,-1.0479293355066572,0.442323311112362,1.0,157.16,1,0.02308917197452229
279.6,131,1,1910.9,16,2,0,0,-0.40038331967700364,0.7869279574129322,1.0,279.6,1,0.02786624203821656
175.94,89,1,3728.04,16,0,0,0,-0.9486079194883552,0.49517920181413194,2.0,455.54,1,0.02308917197452229
580.71,95,1,5670.0,16,2,0,0,1.192091205204301,1.6343953295753357,1.0,580.71,1,0.026671974522292995
299.92,122,1,1368.0,18,0,0,0,-0.292917335997989,0.8441181437313542,1.0,299.92,1,0.024681528662420384
349.64,226,1,6651.62,16,1,0,0,-0.029964151523549722,0.9840539736404063,1.0,349.64,1,0.021894904458598725
303.97,77,5,1590.88,16,3,0,0,0.24970838443073162,1.2206323285324199,1.0,303.97,1,0.02786624203821656
107.03,73,1,1408.07,18,0,0,0,-0.6453514207586437,0.429793328693045,1.0,107.03,1,0.025477707006369428
98.41,48,1,912.71,17,0,0,0,-0.6845278984713096,0.39517856186753764,1.0,98.41,1,0.02109872611464968
199.39,165,1,7264.79,16,0,0,0,-0.22559046002293395,0.8006773036354875,1.0,199.39,1,0.02388535031847134
116.58,247,1,2620.74,16,3,0,0,-0.6019482464946114,0.46814263532687267,1.0,116.58,1,0.023487261146496817
668.78,141,1,983.68,17,0,0,0,1.9077096413167676,2.685575841944638,1.0,668.78,1,0.02428343949044586
48.51,69,1,3363.23,17,0,0,0,-0.709477642901454,0.18209839210861087,1.0,48.51,1,0.023487261146496817
118.06,31,1,13560.63,17,2,0,0,-0.4830081939712539,0.443177410272987,1.0,118.06,0,0.021894904458598725
43.46,80,1,578.06,17,4,0,0,-0.7259215065549048,0.16314154032241246,1.0,43.46,1,0.02428343949044586
112.07,51,1,930.3,16,0,0,0,-0.5025128956116838,0.42069195637212986,1.0,112.07,1,0.02428343949044586
270.25,42,1,5414.97,16,0,0,0,0.012554500963140728,1.0144731079643803,1.0,270.25,1,0.026671974522292995
86.07,23,1,842.56,18,0,0,0,-0.5871743718472726,0.3230923234134846,1.0,86.07,1,0.01950636942675159
162.36,147,1,7527.04,16,2,0,0,-0.3387580633083083,0.6094721695063712,2.0,248.43,1,0.026671974522292995
926.53,107,1,3120.1,17,4,0,0,2.14954040957438,3.478037997122062,3.0,1174.96,1,0.021894904458598725
630.24,62,1,370.81,18,2,0,0,1.1847577636573567,2.3658151029175616,2.0,1556.77,1,0.02428343949044586
141.91,49,1,791.97,17,3,0,0,-0.8751688561125949,0.24638008264175837,1.0,141.91,1,0.025477707006369428
1116.57,104,1,1393.14,16,3,0,0,1.089933724804542,1.9385568943366087,1.0,1116.57,1,0.026671974522292995
469.46,149,1,8640.56,18,2,0,0,-0.21476486869194747,0.8150630230216326,1.0,469.46,1,0.02308917197452229
199.7,285,1,7574.45,18,0,0,0,1.1408361191693628,2.1447749973150034,1.0,199.7,1,0.02308917197452229
54.25,37,1,14783.33,16,0,0,0,-0.415919801021873,0.582644184298142,1.0,54.25,1,0.021894904458598725
25.38,66,1,8616.05,16,0,0,0,-0.7249163181474899,0.2725808183868543,1.0,25.38,1,0.020302547770700636
341.15,148,1,511.37,17,0,0,0,0.5237068925951428,1.6212042009219216,1.0,341.15,1,0.023487261146496817
705.6,124,3,14804.7,18,0,0,0,1.9838122858501908,3.3531340588319156,1.0,705.6,1,0.021894904458598725
101.51,199,1,3052.47,16,3,0,0,-0.43636899282024916,0.48239319488666066,1.0,101.51,0,0.026671974522292995
5.76,164,1,5859.79,17,0,0,0,-0.8199746764645648,0.027372522929240126,1.0,5.76,1,0.025079617834394906
86.35,24,1,1550.48,17,0,0,0,-0.4971048900949001,0.4103502352326189,1.0,86.35,0,0.02308917197452229
5.25,49,1,14143.32,18,0,0,0,-0.822017902560216,0.024948914128213658,1.0,5.25,1,0.023487261146496817
227.39,65,1,751.09,16,0,0,0,0.06794728349459618,1.080596873069429,1.0,227.39,1,0.02428343949044586
64.21,37,1,12540.18,16,0,0,0,-0.8546492640369845,0.16341689541711352,1.0,64.21,1,0.02587579617834395
297.86,96,1,1680.14,17,0,0,0,-0.2471595840764069,0.7580650439019069,1.0,297.86,0,0.021894904458598725
233.71,297,1,1231.98,17,0,0,0,-0.41394949620767607,0.594800850769874,1.0,233.71,1,0.02388535031847134
317.47,16,1,14639.28,17,0,0,0,-0.19617361093698069,0.8079732407424239,1.0,317.47,0,0.02109872611464968
1235.69,118,1,420.25,16,2,0,0,2.1911971313416476,3.144878110854587,1.0,1235.69,0,0.023487261146496817
378.85,126,1,2300.53,17,4,0,0,-0.0365856950115356,0.9641876783799014,1.0,378.85,1,0.021894904458598725
222.66,88,1,14466.38,16,2,0,0,-0.4426794810720647,0.5666781799341924,1.0,222.66,1,0.025079617834394906
307.68,162,1,2052.84,17,2,0,0,0.3661429681696977,1.286625725823795,1.0,307.68,0,0.025079617834394906
26.07,19,3,349.98,17,3,0,0,-1.138164345010544,0.1090169418624101,1.0,26.07,1,0.020302547770700636
537.71,175,1,1806.08,16,1,0,0,1.5949196850861818,2.248542378551459,1.0,537.71,0,0.02428343949044586
165.8,287,1,2064.76,17,3,0,0,-0.39175313493037933,0.693326005400368,1.0,165.8,1,0.021894904458598725
275.46,67,1,9697.75,17,0,0,0,0.19402982719222023,1.1518913235680661,1.0,275.46,1,0.02786624203821656
11.09,95,1,2990.05,16,1,0,0,-1.218184669400445,0.04637506272551315,1.0,11.09,1,0.027070063694267517
350.15,195,1,296.47,16,0,0,0,0.5930096688932687,1.4642225620683886,1.0,350.15,0,0.02388535031847134
293.54,45,1,2290.1,17,0,0,0,-0.434179232384576,0.5188357980321688,1.0,293.54,1,0.02109872611464968
1282.86,68,1,1830.98,16,0,0,0,1.1437051220114252,2.2674718670830143,1.0,1282.86,1,0.023487261146496817
120.9,52,1,9009.42,16,2,0,0,-0.7095258896268491,0.21369233488481706,1.0,120.9,1,0.026671974522292995
188.7,123,1,5077.06,16,4,0,0,-0.1976567817818484,0.7342004335501084,1.0,188.7,1,0.02308917197452229
45.85,92,1,1659.15,17,3,0,0,-0.6109710832096179,0.1783947529320216,2.0,234.54999999999998,1,0.02746815286624204
41.49,13,1,928.33,16,0,0,0,-0.6235860664383548,0.16143071535767886,1.0,41.49,1,0.016321656050955414
870.43,55,1,10115.18,16,2,0,0,1.7748231532013738,3.38669890500806,1.0,870.43,1,0.02746815286624204
29.5,129,1,1229.32,18,3,0,0,-0.6582772703173815,0.11477961202823636,1.0,29.5,1,0.023487261146496817
5.77,124,1,13988.12,16,3,0,0,-0.7269363418811264,0.02245011394586182,1.0,5.77,1,0.027070063694267517
617.36,61,1,8926.38,17,1,0,0,1.0426043904269557,2.402045467178034,1.0,617.36,1,0.02428343949044586
71.87,258,1,1839.1,18,0,0,0,-0.7071067811865475,0.33459810517004585,1.0,71.87,1,0.021894904458598725
357.72,25,1,7659.5,17,0,0,0,0.7071067811865475,1.665401894829954,1.0,357.72,1,0.025477707006369428
213.33,161,1,5400.44,16,0,0,0,0.05571951916034045,1.0307091712002474,1.0,213.33,1,0.02587579617834395
83.39,158,1,13182.11,16,0,0,0,-1.0833922366128839,0.4029008474494381,1.0,83.39,1,0.02587579617834395
308.62,101,1,9148.08,18,4,0,0,0.8910739843568197,1.4911051629673293,1.0,308.62,0,0.02109872611464968
100.13,168,1,5209.16,16,0,0,0,-0.9366419611654175,0.4837805714727454,1.0,100.13,1,0.024681528662420384
329.4,68,1,9588.07,16,0,0,0,1.0732406942611414,1.5915042469102398,1.0,329.4,1,0.024681528662420384
7.95,65,1,5631.2,16,0,0,0,-0.8820279167499563,0.03448388041250529,1.0,7.95,1,0.021894904458598725
22.59,45,1,3988.75,16,0,0,0,-0.8240165789860183,0.09798627151176031,1.0,22.59,1,0.02428343949044586
392.96,100,1,791.65,16,0,0,0,0.6435830909340432,1.7045013392324626,1.0,392.96,1,0.02428343949044586
498.67,244,1,1719.97,16,1,0,0,1.0624614048019316,2.163028508843272,1.0,498.67,1,0.025477707006369428
9.61,179,1,12883.91,18,3,0,0,-0.914296062483983,0.05799944173274087,1.0,9.61,0,0.023487261146496817
145.4,24,1,5244.49,17,3,0,0,-0.11886251537502493,0.8775357781415736,1.0,145.4,1,0.026671974522292995
166.06,172,1,5397.68,16,4,0,0,0.002160071584773789,1.0022255248843859,1.0,166.06,1,0.02308917197452229
135.35,82,1,9983.36,18,4,0,0,-0.17773361890580802,0.8168807948518706,1.0,135.35,1,0.025079617834394906
125.39,140,1,202.69,16,0,0,0,-0.23607751852437506,0.7567689905170008,2.0,260.74,1,0.02746815286624204
568.52,152,1,5499.91,18,4,0,0,2.3596988105896433,3.4312011044638746,1.0,568.52,1,0.02308917197452229
120.86,162,4,13566.58,17,3,0,0,-0.26261344877257875,0.7294289831237316,1.0,120.86,1,0.02388535031847134
54.34,46,1,8019.89,18,0,0,0,-0.6522757181126471,0.32795938228482197,1.0,54.34,1,0.016321656050955414
308.94,167,1,1931.66,16,0,0,0,-0.5729087370950716,0.6642585306069794,1.0,308.94,1,0.02746815286624204
138.95,30,1,6752.92,16,4,0,0,-1.196595936703085,0.29875937990496465,1.0,138.95,1,0.01910828025477707
903.19,65,1,8627.08,17,3,0,0,1.6073731522340768,1.9419682212044984,1.0,903.19,1,0.018312101910828025
858.88,227,1,7015.46,16,1,0,0,1.4448013549834673,1.8466963383431168,1.0,858.88,1,0.02388535031847134
154.99,53,1,1419.31,17,0,0,0,-1.1377457532704562,0.33324732847405886,2.0,1013.87,1,0.02428343949044586
403.01,286,3,10513.52,17,0,0,0,-0.22776928849735525,0.8665204584059001,1.0,403.01,1,0.01910828025477707
538.17,252,1,5908.04,17,1,0,0,0.26812789309579177,1.1571308778946012,1.0,538.17,0,0.01910828025477707
510.24,105,1,781.7,16,0,0,0,0.16565372705630835,1.0970779849061474,1.0,510.24,1,0.027070063694267517
369.44,19,1,5018.67,17,0,0,0,-0.3509364118036733,0.7943408802597348,1.0,369.44,1,0.025079617834394906
201.69,299,1,7328.52,16,1,0,0,0.0,1.0,1.0,201.69,1,0.021894904458598725
